Invoice_ID,Date,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5pct,Total,COGS,Gross_Margin_pct,Gross_Income,Payment,Rating
INV-00580,2026-02-17,B,Indore,Normal,Male,Home and lifestyle,44.42,5.0,11.1,233.2,129.2,39.83,92.89,Ewallet,6.6
INV-00581,2026-04-23,A,Bhopal,Normal,Female,Sports and travel,76.7,6.0,23.01,483.24,335.16,25.88,125.07,Credit card,5.5
INV-00582,2026-02-08,B,Indore,Member,Female,Fashion accessories,47.41,2.0,4.74,99.56,66.32,28.63,28.5,Cash,8.0
INV-00583,2026-04-16,C,Jabalpur,Member,Female,Food and beverages,33.88,4.0,6.78,142.31,75.66,42.07,59.87,Credit card,6.9
INV-00584,2026-04-18,C,Jabalpur,Normal,Female,Food and beverages,31.49,2.0,3.15,66.14,40.68,33.73,22.31,Cash,6.8
INV-00585,2026-08-20,A,Bhopal,Member,Female,Fashion accessories,46.79,6.0,14.04,294.8,210.56,23.81,70.2,Ewallet,6.3
INV-00586,2026-02-14,C,Jabalpur,Member,Female,Electronic accessories,76.63,4.0,15.33,321.86,189.05,36.5,117.48,Ewallet,9.9
INV-00587,2026-06-24,B,Indore,Member,Female,Sports and travel,52.65,6.0,15.79,331.69,202.46,34.2,113.43,Credit card,8.5
INV-00588,2026-08-22,A,Bhopal,Member,Female,Fashion accessories,62.41,7.0,21.85,458.75,330.51,23.19,106.39,Cash,6.1
INV-00589,2026-03-25,B,Indore,Normal,Female,Home and lifestyle,79.19,8.0,31.67,665.17,451.57,27.35,181.92,Credit card,7.6
INV-00590,2026-05-14,B,Indore,Member,Male,Sports and travel,69.01,3.0,10.35,217.38,143.92,29.03,63.11,Ewallet,7.5
INV-00591,2026-05-30,B,Indore,Member,Female,Health and beauty,70.61,5.0,17.65,370.69,202.31,40.66,150.73,Credit card,6.7
INV-00592,2026-08-14,C,Jabalpur,Normal,Male,Home and lifestyle,72.13,7.0,25.25,530.17,380.45,23.48,124.48,Cash,6.1
INV-00593,2026-06-05,B,Indore,Member,Female,Sports and travel,88.98,3.0,13.35,280.28,153.1,40.61,113.83,Ewallet,7.4
INV-00594,2026-06-05,A,Bhopal,Normal,Female,Fashion accessories,65.44,8.0,26.18,549.73,318.75,37.25,204.8,Cash,7.6
INV-00595,2026-06-26,C,Jabalpur,Member,Male,Electronic accessories,47.0,5.0,11.75,246.75,146.25,35.97,88.75,Credit card,7.3
INV-00596,2026-01-06,C,Jabalpur,Normal,Male,Home and lifestyle,74.3,5.0,18.58,390.1,210.75,41.21,160.77,Ewallet,7.0
INV-00597,2026-06-28,B,Indore,Member,Female,Fashion accessories,35.09,5.0,8.77,184.2,93.12,44.69,82.31,Ewallet,6.8
INV-00598,2026-04-24,C,Jabalpur,Normal,Male,Home and lifestyle,66.82,9.0,30.07,631.47,426.26,27.74,175.14,Cash,4.9
INV-00599,2026-04-24,A,Bhopal,Normal,Male,Electronic accessories,49.86,5.0,12.47,261.77,169.64,30.43,79.66,Credit card,6.3
INV-00600,2026-07-30,C,Jabalpur,Member,Female,Health and beauty,49.08,6.0,14.72,309.19,193.6,32.62,100.87,Ewallet,7.2
INV-00601,2026-02-04,B,Indore,Member,Female,Food and beverages,42.4,4.0,8.48,178.08,107.43,34.91,62.17,Ewallet,4.7
INV-00602,2026-08-03,C,Jabalpur,Member,Female,Health and beauty,37.36,7.0,13.07,274.57,186.09,27.46,75.4,Cash,9.3
INV-00603,2026-06-30,C,Jabalpur,Normal,Male,Electronic accessories,54.58,3.0,8.19,171.94,108.69,32.03,55.06,Credit card,6.5
INV-00604,2026-06-12,B,Indore,Member,Female,Health and beauty,46.51,5.0,11.63,244.2,150.17,33.74,82.4,Ewallet,9.1
INV-00605,2026-02-15,B,Indore,Normal,Male,Sports and travel,52.35,4.0,10.47,219.89,136.39,33.21,73.03,Ewallet,7.0
INV-00606,2026-07-11,C,Jabalpur,Member,Male,Fashion accessories,38.21,2.0,3.82,80.24,56.31,25.06,20.11,Ewallet,7.3
INV-00607,2026-08-07,A,Bhopal,Member,Female,Food and beverages,55.49,3.0,8.32,174.78,105.99,34.59,60.46,Cash,6.9
INV-00608,2026-03-10,B,Indore,Normal,Female,Fashion accessories,75.58,3.0,11.34,238.09,139.54,36.63,87.22,Credit card,9.2
INV-00609,2026-06-24,C,Jabalpur,Normal,Female,Health and beauty,51.04,9.0,22.97,482.36,329.4,26.95,130.0,Cash,6.7
INV-00610,2026-01-03,B,Indore,Normal,Male,Electronic accessories,41.51,5.0,10.38,217.93,137.41,32.18,70.14,Credit card,5.8
INV-00611,2026-03-12,C,Jabalpur,Normal,Male,Sports and travel,52.21,5.0,13.05,274.13,201.17,21.85,59.9,Cash,5.7
INV-00612,2026-03-19,A,Bhopal,Normal,Female,Fashion accessories,71.18,5.0,17.8,373.7,238.9,31.31,117.0,Ewallet,5.2
INV-00613,2026-08-04,C,Jabalpur,Normal,Male,Home and lifestyle,50.98,6.0,15.29,321.19,175.11,40.72,130.78,Cash,8.7
INV-00614,2026-03-28,B,Indore,Normal,Male,Home and lifestyle,60.65,5.0,15.16,318.42,175.49,40.12,127.76,Ewallet,7.4
INV-00615,2026-08-17,C,Jabalpur,Normal,Female,Fashion accessories,45.76,5.0,11.44,240.22,126.72,42.49,102.06,Ewallet,7.2
INV-00616,2026-08-19,C,Jabalpur,Normal,Male,Health and beauty,56.87,3.0,8.53,179.14,90.25,44.86,80.37,Cash,6.3
INV-00617,2026-06-17,C,Jabalpur,Normal,Male,Sports and travel,81.36,5.0,20.34,427.12,299.26,25.17,107.52,Credit card,6.8
INV-00618,2026-07-08,B,Indore,Member,Male,Health and beauty,32.62,7.0,11.42,239.75,166.11,25.95,62.23,Credit card,8.7
INV-00619,2026-05-17,A,Bhopal,Normal,Male,Fashion accessories,50.15,6.0,15.04,315.94,232.87,21.53,68.03,Cash,7.2
INV-00620,2026-08-04,C,Jabalpur,Member,Male,Fashion accessories,68.97,5.0,17.24,362.09,208.57,37.64,136.28,Ewallet,6.5
INV-00621,2026-03-08,A,Bhopal,Member,Male,Fashion accessories,43.77,5.0,10.94,229.77,130.86,38.29,87.97,Cash,8.7
INV-00622,2026-02-27,A,Bhopal,Normal,Male,Fashion accessories,34.2,3.0,5.13,107.73,68.91,31.27,33.69,Credit card,7.0
INV-00623,2026-03-08,A,Bhopal,Normal,Male,Food and beverages,62.58,5.0,15.65,328.55,218.99,28.59,93.92,Credit card,8.3
INV-00624,2026-08-10,B,Indore,Member,Male,Fashion accessories,48.05,10.0,24.03,504.58,309.25,33.95,171.3,Credit card,7.2
INV-00625,2026-08-11,B,Indore,Normal,Male,Fashion accessories,57.44,5.0,14.36,301.55,190.38,32.1,96.8,Cash,7.0
INV-00626,2026-02-08,C,Jabalpur,Member,Male,Electronic accessories,68.86,4.0,13.77,289.22,212.83,21.65,62.62,Cash,6.9
INV-00627,2026-08-21,B,Indore,Member,Male,Sports and travel,36.93,5.0,9.23,193.9,110.33,38.34,74.34,Credit card,7.2
INV-00628,2026-01-21,A,Bhopal,Normal,Female,Sports and travel,60.86,3.0,9.13,191.71,139.56,22.44,43.02,Ewallet,8.8
INV-00629,2026-04-26,A,Bhopal,Member,Female,Home and lifestyle,39.39,5.0,9.85,206.8,107.37,43.32,89.59,Cash,7.0
INV-00630,2026-07-21,A,Bhopal,Member,Male,Health and beauty,34.39,2.0,3.44,72.22,36.16,45.17,32.62,Cash,8.2
INV-00631,2026-05-03,B,Indore,Member,Female,Sports and travel,56.3,4.0,11.26,236.45,162.97,26.31,62.22,Cash,7.5
INV-00632,2026-01-04,C,Jabalpur,Member,Female,Home and lifestyle,55.76,7.0,19.52,409.84,297.04,22.76,93.29,Cash,8.2
INV-00633,2026-03-05,B,Indore,Normal,Male,Electronic accessories,55.15,4.0,11.03,231.64,147.97,31.36,72.63,Ewallet,7.7
INV-00634,2026-05-31,B,Indore,Member,Female,Home and lifestyle,44.2,4.0,8.84,185.65,95.74,43.67,81.07,Credit card,6.0
INV-00635,2026-03-16,A,Bhopal,Normal,Male,Sports and travel,60.13,4.0,12.03,252.53,144.02,38.21,96.48,Credit card,5.8
INV-00636,2026-03-29,C,Jabalpur,Normal,Female,Sports and travel,74.17,2.0,7.42,155.76,108.4,25.64,39.94,Ewallet,5.0
INV-00637,2026-07-27,C,Jabalpur,Member,Female,Sports and travel,58.51,6.0,17.55,368.64,231.69,32.39,119.39,Ewallet,7.1
INV-00638,2026-02-24,C,Jabalpur,Member,Female,Fashion accessories,18.51,6.0,5.55,116.63,73.46,32.25,37.61,Ewallet,8.1
INV-00639,2026-07-22,C,Jabalpur,Normal,Male,Health and beauty,50.1,6.0,15.03,315.66,183.44,37.12,117.18,Credit card,9.3
INV-00640,2026-06-02,B,Indore,Member,Female,Health and beauty,68.09,6.0,20.43,428.97,236.28,40.16,172.27,Ewallet,6.7
INV-00641,2026-04-24,A,Bhopal,Member,Male,Sports and travel,38.96,1.0,1.95,40.91,26.83,29.66,12.13,Cash,7.1
INV-00642,2026-06-27,A,Bhopal,Member,Male,Fashion accessories,11.34,8.0,4.53,95.23,55.94,36.5,34.76,Cash,7.8
INV-00643,2026-05-14,A,Bhopal,Member,Male,Home and lifestyle,56.72,7.0,19.85,416.86,298.89,23.54,98.12,Credit card,6.1
INV-00644,2026-07-04,A,Bhopal,Member,Male,Food and beverages,38.16,6.0,11.45,240.42,122.0,44.49,106.97,Ewallet,7.7
INV-00645,2026-02-20,A,Bhopal,Member,Male,Food and beverages,16.97,4.0,3.39,71.28,40.76,38.05,27.12,Credit card,5.7
INV-00646,2026-04-02,C,Jabalpur,Normal,Male,Fashion accessories,51.05,7.0,17.87,375.19,194.04,43.52,163.29,Ewallet,7.5
INV-00647,2026-08-22,B,Indore,Normal,Male,Electronic accessories,48.59,5.0,12.15,255.11,179.65,24.82,63.32,Ewallet,7.3
INV-00648,2026-01-23,A,Bhopal,Normal,Female,Health and beauty,27.22,3.0,4.08,85.75,46.7,40.78,34.97,Credit card,6.9
INV-00649,2026-01-20,C,Jabalpur,Member,Male,Fashion accessories,68.89,4.0,13.78,289.35,158.6,40.43,116.97,Cash,5.3
INV-00650,2026-03-17,B,Indore,Normal,Female,Home and lifestyle,81.1,7.0,28.38,596.06,305.24,44.03,262.44,Ewallet,6.3
INV-00651,2026-01-11,A,Bhopal,Normal,Male,Home and lifestyle,42.08,8.0,16.83,353.47,236.46,28.34,100.18,Cash,6.1
INV-00652,2026-08-06,A,Bhopal,Member,Female,Health and beauty,47.72,6.0,14.32,300.65,182.12,34.66,104.21,Cash,7.0
INV-00653,2026-04-02,A,Bhopal,Normal,Female,Sports and travel,76.05,6.0,22.81,479.1,326.46,27.1,129.83,Ewallet,8.4
INV-00654,2026-01-30,B,Indore,Normal,Male,Sports and travel,39.74,7.0,13.91,292.12,148.37,44.45,129.84,Ewallet,7.7
INV-00655,2026-08-06,B,Indore,Normal,Female,Sports and travel,62.34,4.0,12.47,261.81,146.39,39.32,102.95,Ewallet,5.3
INV-00656,2026-01-16,B,Indore,Member,Male,Electronic accessories,39.6,8.0,15.84,332.68,217.8,29.77,99.04,Credit card,7.0
INV-00657,2026-05-26,B,Indore,Normal,Female,Fashion accessories,55.87,4.0,11.17,234.66,153.34,29.89,70.15,Cash,8.5
INV-00658,2026-06-06,C,Jabalpur,Member,Male,Health and beauty,46.25,4.0,9.25,194.25,134.44,26.03,50.56,Credit card,6.2
INV-00659,2026-04-16,A,Bhopal,Member,Female,Sports and travel,29.8,6.0,8.94,187.72,98.19,42.93,80.59,Ewallet,9.4
INV-00660,2026-06-30,A,Bhopal,Member,Male,Fashion accessories,46.31,6.0,13.89,291.77,197.66,27.49,80.21,Cash,6.4
INV-00661,2026-06-08,B,Indore,Normal,Female,Health and beauty,59.76,6.0,17.93,376.46,251.38,28.46,107.15,Cash,5.5
INV-00662,2026-06-14,B,Indore,Member,Female,Sports and travel,73.69,7.0,25.79,541.6,355.42,29.61,160.39,Ewallet,7.7
INV-00663,2026-05-10,C,Jabalpur,Normal,Female,Sports and travel,55.42,5.0,13.85,290.95,174.84,35.14,102.25,Ewallet,7.0
INV-00664,2026-03-03,B,Indore,Normal,Female,Home and lifestyle,68.87,4.0,13.77,289.27,212.92,21.63,62.57,Cash,7.0
INV-00665,2026-04-07,B,Indore,Member,Female,Sports and travel,58.09,6.0,17.43,365.96,192.58,42.61,155.94,Cash,4.5
INV-00666,2026-04-25,C,Jabalpur,Normal,Male,Health and beauty,43.49,6.0,13.05,274.0,181.21,29.1,79.75,Ewallet,7.2
INV-00667,2026-07-10,C,Jabalpur,Member,Female,Fashion accessories,44.26,6.0,13.28,278.82,145.11,43.19,120.43,Cash,7.9
INV-00668,2026-05-21,A,Bhopal,Member,Male,Health and beauty,45.02,3.0,6.75,141.83,96.81,26.98,38.26,Credit card,8.5
INV-00669,2026-06-17,B,Indore,Normal,Male,Fashion accessories,34.17,3.0,5.13,107.63,68.97,31.16,33.54,Ewallet,7.5
INV-00670,2026-02-27,A,Bhopal,Normal,Male,Sports and travel,64.34,5.0,16.09,337.79,169.51,45.06,152.19,Credit card,6.4
INV-00671,2026-04-26,B,Indore,Member,Female,Health and beauty,58.46,6.0,17.54,368.29,194.23,42.5,156.52,Ewallet,8.7
INV-00672,2026-06-12,B,Indore,Normal,Female,Home and lifestyle,69.9,4.0,13.98,293.58,204.49,25.59,75.12,Ewallet,7.6
INV-00673,2026-02-05,A,Bhopal,Normal,Female,Fashion accessories,78.14,6.0,23.44,492.29,278.68,38.63,190.17,Ewallet,8.5
INV-00674,2026-01-31,A,Bhopal,Member,Male,Sports and travel,43.48,4.0,8.7,182.6,122.64,28.08,51.27,Credit card,8.3
INV-00675,2026-03-28,A,Bhopal,Normal,Female,Health and beauty,40.53,4.0,8.11,170.21,116.28,26.92,45.82,Credit card,6.3
INV-00676,2026-05-31,C,Jabalpur,Normal,Male,Health and beauty,60.34,4.0,12.07,253.41,168.38,28.79,72.96,Cash,7.1
INV-00677,2026-02-04,C,Jabalpur,Member,Female,Sports and travel,83.54,5.0,20.88,438.57,249.21,38.41,168.47,Cash,7.7
INV-00678,2026-05-30,B,Indore,Member,Female,Sports and travel,75.16,5.0,18.79,394.59,259.56,29.46,116.23,Credit card,4.9
INV-00679,2026-04-10,A,Bhopal,Normal,Male,Fashion accessories,51.31,5.0,12.83,269.38,139.61,43.41,116.94,Cash,7.7
INV-00680,2026-06-27,B,Indore,Normal,Male,Electronic accessories,74.02,3.0,11.1,233.16,126.86,40.83,95.2,Credit card,6.7
INV-00681,2026-04-26,C,Jabalpur,Member,Male,Electronic accessories,73.85,6.0,22.16,465.27,282.91,34.43,160.21,Cash,5.6
INV-00682,2026-05-12,C,Jabalpur,Normal,Female,Home and lifestyle,60.35,9.0,27.16,570.33,395.22,25.94,147.95,Ewallet,8.2
INV-00683,2026-03-16,B,Indore,Normal,Female,Fashion accessories,55.03,6.0,16.51,346.71,237.14,26.84,93.07,Credit card,6.8
INV-00684,2026-02-15,B,Indore,Normal,Female,Food and beverages,40.85,3.0,6.13,128.68,72.27,39.08,50.29,Credit card,7.0
INV-00685,2026-05-30,B,Indore,Normal,Male,Food and beverages,42.26,4.0,8.45,177.49,104.4,36.42,64.64,Credit card,7.9
INV-00686,2026-01-04,B,Indore,Member,Female,Food and beverages,24.92,6.0,7.48,157.01,78.41,45.3,71.12,Cash,7.5
INV-00687,2026-01-15,A,Bhopal,Normal,Female,Electronic accessories,51.58,8.0,20.63,433.27,299.88,26.03,112.76,Credit card,7.6
INV-00688,2026-02-07,B,Indore,Normal,Female,Health and beauty,39.65,4.0,7.93,166.53,96.58,37.24,62.02,Credit card,6.8
INV-00689,2026-07-28,A,Bhopal,Member,Female,Sports and travel,63.39,5.0,15.85,332.81,170.6,43.98,146.37,Credit card,7.2
INV-00690,2026-03-02,B,Indore,Normal,Female,Food and beverages,49.16,6.0,14.75,309.69,181.07,36.77,113.87,Credit card,7.3
INV-00691,2026-07-21,B,Indore,Normal,Female,Fashion accessories,43.41,8.0,17.36,364.64,260.64,23.76,86.64,Ewallet,7.3
INV-00692,2026-06-08,A,Bhopal,Member,Male,Sports and travel,87.22,4.0,17.44,366.32,182.93,45.3,165.95,Credit card,5.4
INV-00693,2026-06-04,B,Indore,Member,Male,Electronic accessories,50.17,5.0,12.54,263.38,193.03,21.95,57.81,Cash,7.7
INV-00694,2026-01-20,C,Jabalpur,Member,Female,Electronic accessories,75.19,2.0,7.52,157.89,78.98,45.22,71.4,Ewallet,6.5
INV-00695,2026-05-23,B,Indore,Member,Female,Home and lifestyle,41.6,2.0,4.16,87.37,52.41,35.25,30.79,Cash,9.7
INV-00696,2026-03-26,A,Bhopal,Member,Female,Sports and travel,56.65,5.0,14.16,297.41,164.72,39.85,118.52,Ewallet,9.1
INV-00697,2026-01-14,A,Bhopal,Normal,Male,Fashion accessories,67.34,6.0,20.2,424.27,231.58,40.66,172.49,Credit card,7.6
INV-00698,2026-01-19,B,Indore,Normal,Female,Fashion accessories,31.49,10.0,15.75,330.69,179.52,40.95,135.42,Credit card,8.6
INV-00699,2026-07-21,B,Indore,Member,Male,Food and beverages,16.37,7.0,5.73,120.29,70.77,36.41,43.8,Cash,6.8
INV-00700,2026-03-31,B,Indore,Member,Male,Electronic accessories,58.45,4.0,11.69,245.47,146.26,35.65,87.52,Ewallet,6.2
INV-00701,2026-07-12,A,Bhopal,Normal,Female,Food and beverages,41.77,3.0,6.27,131.57,97.23,21.33,28.07,Ewallet,7.6
INV-00702,2026-03-03,B,Indore,Member,Female,Fashion accessories,34.71,4.0,6.94,145.79,95.6,29.67,43.25,Cash,8.2
INV-00703,2026-08-23,A,Bhopal,Normal,Male,Health and beauty,59.52,6.0,17.86,374.97,208.75,39.57,148.36,Cash,6.0
INV-00704,2026-08-22,A,Bhopal,Normal,Male,Food and beverages,51.57,3.0,7.73,162.43,96.98,35.53,57.72,Cash,8.4
INV-00705,2026-06-16,A,Bhopal,Normal,Female,Electronic accessories,37.2,1.0,1.86,39.06,25.92,28.87,11.28,Credit card,5.7
INV-00706,2026-07-17,A,Bhopal,Member,Female,Food and beverages,34.88,4.0,6.98,146.51,95.14,30.3,44.39,Ewallet,7.4
INV-00707,2026-02-24,B,Indore,Normal,Female,Fashion accessories,38.1,10.0,19.05,400.05,290.89,22.52,90.11,Ewallet,5.4
INV-00708,2026-08-13,C,Jabalpur,Normal,Female,Fashion accessories,58.86,6.0,17.66,370.83,197.41,42.0,155.75,Credit card,7.7
INV-00709,2026-04-28,A,Bhopal,Normal,Female,Fashion accessories,85.44,2.0,8.54,179.42,131.52,21.93,39.35,Ewallet,8.5
INV-00710,2026-07-23,A,Bhopal,Member,Female,Home and lifestyle,58.53,4.0,11.71,245.81,154.73,32.29,79.38,Credit card,6.8
INV-00711,2026-04-26,B,Indore,Normal,Male,Fashion accessories,50.87,5.0,12.72,267.05,142.13,42.02,112.2,Ewallet,4.0
INV-00712,2026-01-31,B,Indore,Member,Female,Food and beverages,24.35,6.0,7.31,153.43,99.8,30.19,46.33,Credit card,7.6
INV-00713,2026-06-29,B,Indore,Normal,Female,Health and beauty,58.76,6.0,17.63,370.17,233.45,32.17,119.09,Ewallet,6.4
INV-00714,2026-06-05,B,Indore,Normal,Male,Health and beauty,35.84,5.0,8.96,188.18,105.44,39.21,73.79,Cash,7.2
INV-00715,2026-01-08,C,Jabalpur,Member,Female,Sports and travel,55.51,6.0,16.65,349.73,235.01,28.04,98.07,Ewallet,7.4
INV-00716,2026-07-24,B,Indore,Normal,Female,Food and beverages,42.66,3.0,6.4,134.37,89.85,28.37,38.12,Ewallet,8.3
INV-00717,2026-07-23,C,Jabalpur,Normal,Female,Fashion accessories,46.34,9.0,20.85,437.92,268.05,34.03,149.02,Cash,7.4
INV-00718,2026-02-01,B,Indore,Member,Male,Health and beauty,64.92,6.0,19.48,409.01,282.97,26.05,106.56,Cash,7.1
INV-00719,2026-03-20,C,Jabalpur,Normal,Female,Electronic accessories,25.74,4.0,5.15,108.09,58.05,41.53,44.89,Cash,6.9
INV-00720,2026-05-12,B,Indore,Member,Female,Electronic accessories,28.51,2.0,2.85,59.88,37.72,32.24,19.31,Ewallet,6.7
INV-00721,2026-02-19,C,Jabalpur,Member,Female,Health and beauty,19.29,5.0,4.82,101.3,61.65,34.38,34.83,Credit card,8.0
INV-00722,2026-05-21,C,Jabalpur,Member,Male,Sports and travel,52.65,2.0,5.27,110.57,66.23,35.34,39.08,Cash,7.9
INV-00723,2026-02-20,A,Bhopal,Normal,Male,Fashion accessories,42.54,4.0,8.51,178.69,126.22,24.6,43.96,Ewallet,8.4
INV-00724,2026-03-02,B,Indore,Normal,Female,Health and beauty,52.3,5.0,13.08,274.59,148.13,41.29,113.39,Credit card,6.8
INV-00725,2026-04-26,A,Bhopal,Normal,Female,Home and lifestyle,46.16,7.0,16.16,339.28,227.03,28.32,96.09,Cash,7.1
INV-00726,2026-03-22,B,Indore,Member,Female,Sports and travel,75.16,2.0,7.52,157.84,78.32,45.62,72.0,Ewallet,5.7
INV-00727,2026-07-02,C,Jabalpur,Normal,Male,Fashion accessories,52.71,3.0,7.91,166.03,97.68,36.4,60.44,Credit card,8.8
INV-00728,2026-07-07,A,Bhopal,Normal,Male,Home and lifestyle,61.47,2.0,6.15,129.08,67.2,43.18,55.74,Cash,8.9
INV-00729,2026-05-05,C,Jabalpur,Member,Female,Food and beverages,48.6,5.0,12.15,255.14,181.69,24.02,61.3,Cash,6.9
INV-00730,2026-03-13,A,Bhopal,Member,Male,Electronic accessories,47.13,7.0,16.5,346.44,176.96,44.16,152.97,Credit card,7.7
INV-00731,2026-07-06,B,Indore,Member,Female,Health and beauty,60.19,3.0,9.03,189.6,108.04,38.26,72.53,Credit card,8.2
INV-00732,2026-07-16,B,Indore,Member,Female,Food and beverages,29.38,5.0,7.35,154.25,81.82,42.19,65.09,Cash,5.5
INV-00733,2026-05-19,B,Indore,Member,Male,Sports and travel,65.06,4.0,13.01,273.24,173.32,31.81,86.91,Cash,6.5
INV-00734,2026-05-31,C,Jabalpur,Normal,Female,Fashion accessories,45.66,4.0,9.13,191.76,141.03,21.69,41.6,Cash,6.5
INV-00735,2026-04-12,B,Indore,Member,Female,Home and lifestyle,48.46,3.0,7.27,152.65,99.9,29.8,45.49,Credit card,8.2
INV-00736,2026-06-07,C,Jabalpur,Member,Female,Fashion accessories,40.07,4.0,8.01,168.28,112.64,28.3,47.62,Cash,7.6
INV-00737,2026-08-31,A,Bhopal,Member,Male,Food and beverages,49.49,4.0,9.9,207.88,120.31,37.36,77.67,Credit card,6.9
INV-00738,2026-07-14,A,Bhopal,Member,Female,Sports and travel,55.03,4.0,11.01,231.12,158.69,26.58,61.42,Ewallet,7.0
INV-00739,2026-06-21,A,Bhopal,Normal,Male,Electronic accessories,48.95,4.0,9.79,205.6,137.83,28.2,57.98,Cash,7.5
INV-00740,2026-01-12,B,Indore,Normal,Female,Health and beauty,41.05,3.0,6.16,129.3,95.6,21.3,27.54,Credit card,5.8
INV-00741,2026-08-01,B,Indore,Normal,Female,Home and lifestyle,50.74,6.0,15.22,319.69,209.32,29.76,95.15,Ewallet,8.6
INV-00742,2026-05-31,B,Indore,Member,Male,Fashion accessories,64.47,7.0,22.56,473.83,254.23,41.58,197.04,Ewallet,7.5
INV-00743,2026-05-13,C,Jabalpur,Normal,Male,Sports and travel,72.14,3.0,10.82,227.24,131.53,37.36,84.89,Cash,8.1
INV-00744,2026-06-04,B,Indore,Member,Male,Health and beauty,47.29,6.0,14.19,297.9,210.34,24.63,73.37,Ewallet,6.8
INV-00745,2026-06-14,A,Bhopal,Member,Female,Home and lifestyle,58.04,5.0,14.51,304.73,220.97,22.73,69.25,Ewallet,8.5
INV-00746,2026-07-03,B,Indore,Member,Male,Health and beauty,49.16,6.0,14.75,309.71,216.79,25.24,78.17,Credit card,6.3
INV-00747,2026-05-04,C,Jabalpur,Normal,Male,Fashion accessories,73.41,7.0,25.69,539.53,286.27,42.18,227.57,Ewallet,7.5
INV-00748,2026-08-02,A,Bhopal,Member,Female,Sports and travel,70.32,5.0,17.58,369.19,249.08,27.77,102.54,Ewallet,7.0
INV-00749,2026-02-11,B,Indore,Member,Female,Electronic accessories,69.47,6.0,20.84,437.68,256.57,36.62,160.27,Ewallet,6.3
INV-00750,2026-02-16,A,Bhopal,Normal,Female,Food and beverages,58.3,5.0,14.57,306.07,222.32,22.6,69.17,Credit card,7.2
INV-00751,2026-07-30,C,Jabalpur,Member,Female,Home and lifestyle,65.91,3.0,9.89,207.61,129.01,33.1,68.71,Cash,9.0
INV-00752,2026-08-11,C,Jabalpur,Member,Female,Sports and travel,33.61,2.0,3.36,70.58,51.57,22.17,15.65,Credit card,7.9
INV-00753,2026-07-23,B,Indore,Member,Male,Food and beverages,26.72,2.0,2.67,56.1,37.75,27.96,15.68,Ewallet,4.3
INV-00754,2026-08-25,B,Indore,Member,Female,Sports and travel,72.96,4.0,14.59,306.43,186.71,34.31,105.12,Ewallet,10.0
INV-00755,2026-01-05,A,Bhopal,Normal,Female,Electronic accessories,41.26,5.0,10.32,216.64,121.97,38.94,84.35,Cash,6.1
INV-00756,2026-08-19,A,Bhopal,Member,Female,Food and beverages,39.8,2.0,3.98,83.58,52.12,32.88,27.48,Ewallet,7.4
INV-00757,2026-08-19,B,Indore,Member,Male,Food and beverages,40.07,7.0,14.03,294.53,179.83,34.18,100.68,Cash,6.5
INV-00758,2026-01-12,B,Indore,Normal,Female,Fashion accessories,49.4,4.0,9.88,207.47,128.62,33.24,68.96,Credit card,5.3
INV-00759,2026-07-16,B,Indore,Normal,Female,Sports and travel,69.87,5.0,17.47,366.84,249.01,27.36,100.36,Cash,8.2
INV-00760,2026-07-16,A,Bhopal,Member,Male,Electronic accessories,58.25,2.0,5.83,122.34,68.06,39.61,48.45,Cash,8.1
INV-00761,2026-03-07,B,Indore,Member,Female,Electronic accessories,85.59,5.0,21.4,449.35,268.57,35.47,159.39,Cash,6.3
INV-00762,2026-01-02,A,Bhopal,Member,Male,Sports and travel,74.59,6.0,22.38,469.93,312.35,28.77,135.21,Cash,8.3
INV-00763,2026-04-20,A,Bhopal,Normal,Male,Fashion accessories,48.9,4.0,9.78,205.37,117.7,37.92,77.88,Credit card,7.4
INV-00764,2026-04-04,B,Indore,Normal,Male,Food and beverages,48.93,2.0,4.89,102.75,72.68,24.5,25.18,Credit card,7.1
INV-00765,2026-07-20,B,Indore,Normal,Female,Food and beverages,21.21,8.0,8.49,178.2,99.83,39.22,69.89,Ewallet,6.6
INV-00766,2026-03-06,B,Indore,Normal,Male,Home and lifestyle,41.5,10.0,20.75,435.7,275.4,32.03,139.55,Credit card,6.8
INV-00767,2026-06-18,C,Jabalpur,Member,Male,Health and beauty,23.73,2.0,2.37,49.84,25.08,44.91,22.38,Credit card,7.4
INV-00768,2026-01-26,C,Jabalpur,Normal,Male,Electronic accessories,68.39,4.0,13.68,287.23,202.07,24.89,71.48,Credit card,9.8
INV-00769,2026-06-25,B,Indore,Member,Female,Fashion accessories,60.78,4.0,12.16,255.26,148.37,37.11,94.74,Cash,6.8
INV-00770,2026-07-25,B,Indore,Member,Male,Health and beauty,60.45,4.0,12.09,253.88,159.56,32.39,82.23,Credit card,5.8
INV-00771,2026-01-17,B,Indore,Member,Male,Home and lifestyle,67.89,8.0,27.15,570.24,300.32,42.57,242.77,Ewallet,8.5
INV-00772,2026-04-09,A,Bhopal,Normal,Female,Sports and travel,56.27,2.0,5.63,118.17,64.22,40.89,48.32,Credit card,10.0
INV-00773,2026-06-13,C,Jabalpur,Normal,Female,Sports and travel,72.03,6.0,21.61,453.79,249.2,40.32,182.99,Ewallet,7.1
